[0.025, 0.0]
[0.07500000000000001, 0.0]
[0.125, 0.0]
[0.17500000000000002, 0.0]
[0.225, 0.0]
[0.275, 0.0]
[0.32500000000000007, 0.0]
[0.375, 0.0]
[0.42500000000000004, 0.0]
[0.475, 0.0]
[0.525, 0.0]
[0.5750000000000001, 0.0]
[0.625, 0.0]
[0.675, 0.0]
[0.7250000000000001, 0.0]
[0.775, 0.0]
[0.8250000000000001, 0.0]
[0.875, 0.0]
[0.925, 0.0]
[0.9750000000000001, 0.0]
[1.025, 0.0]
[1.0750000000000002, 0.0]
[1.125, 0.0]
[1.1750000000000003, 0.0]
[1.225, 0.0]
[1.275, 0.0]
[1.3250000000000002, 0.0]
[1.375, 0.0]
[1.4250000000000003, 0.0]
[1.475, 0.0]
[1.525, 0.0]
[1.5750000000000002, 0.0]
[1.625, 0.0]
[1.6750000000000003, 0.0]
[1.725, 0.0]
[1.775, 0.0]
[1.8250000000000002, 0.0]
[1.875, 0.0]
[1.9250000000000003, 0.0]
[1.975, 0.0]
[2.0250000000000004, 0.0]
[2.075, 0.0]
[2.125, 0.0]
[2.175, 0.0]
[2.225, 0.0]
[2.2750000000000004, 0.0]
[2.325, 0.0]
[2.375, 0.0]
[2.4250000000000003, 0.0]
[2.475, 0.0]
[2.5250000000000004, 0.0]
[2.575, 0.0]
[2.625, 0.0]
[2.6750000000000003, 0.0]
[2.725, 0.0]
[2.7750000000000004, 0.0]
[2.825, 0.0]
[2.875, 0.0]
[2.9250000000000003, 0.0]
[2.975, 0.0]
[3.0250000000000004, 0.0]
[3.075, 0.0]
[3.125, 0.0006242583401936713]
[3.1750000000000003, 0.0048367831891247045]
[3.225, 0.02952693178933257]
[3.2750000000000004, 0.1055277621995482]
[3.325, 0.2620002508713174]
[3.375, 0.5573343973374651]
[3.4250000000000003, 0.9465743695720156]
[3.475, 1.3991652572442066]
[3.5250000000000004, 1.8300997012480844]
[3.575, 2.1975282521761215]
[3.625, 2.463065711166571]
[3.6750000000000003, 2.6020139100387416]
[3.725, 2.6742327158058146]
[3.7750000000000004, 2.6085145138611505]
[3.825, 2.4960338557314077]
[3.875, 2.391716335540161]
[3.9250000000000003, 2.194471965546329]
[3.975, 2.0172278203546945]
[4.025, 1.8531289863567961]
[4.075, 1.6993948164930321]
[4.125, 1.5489941669752199]
[4.175000000000001, 1.4216762479718288]
[4.225, 1.3006941317666971]
