[0.025, 0.0]
[0.07500000000000001, 0.0]
[0.125, 0.0]
[0.17500000000000002, 0.0]
[0.225, 0.0]
[0.275, 0.0]
[0.32500000000000007, 0.0]
[0.375, 0.0]
[0.42500000000000004, 0.0]
[0.475, 0.0]
[0.525, 0.0]
[0.5750000000000001, 0.0]
[0.625, 0.0]
[0.675, 0.0]
[0.7250000000000001, 0.0]
[0.775, 0.0]
[0.8250000000000001, 0.0]
[0.875, 0.0]
[0.925, 0.0]
[0.9750000000000001, 0.0]
[1.025, 0.0]
[1.0750000000000002, 0.0]
[1.125, 0.0]
[1.1750000000000003, 0.0]
[1.225, 0.0]
[1.275, 0.0]
[1.3250000000000002, 0.0]
[1.375, 0.0]
[1.4250000000000003, 0.0]
[1.475, 0.0]
[1.525, 0.0]
[1.5750000000000002, 0.0]
[1.625, 0.0]
[1.6750000000000003, 0.0]
[1.725, 0.0]
[1.775, 0.0]
[1.8250000000000002, 0.0]
[1.875, 0.0]
[1.9250000000000003, 0.0]
[1.975, 0.0]
[2.0250000000000004, 0.0]
[2.075, 0.0]
[2.125, 0.0]
[2.175, 0.0]
[2.225, 0.0]
[2.2750000000000004, 0.0]
[2.325, 0.0]
[2.375, 0.0]
[2.4250000000000003, 0.0]
[2.475, 0.0]
[2.5250000000000004, 0.0]
[2.575, 0.0]
[2.625, 0.0]
[2.6750000000000003, 0.0]
[2.725, 0.0]
[2.7750000000000004, 0.0]
[2.825, 0.0]
[2.875, 0.0]
[2.9250000000000003, 0.0]
[2.975, 0.0]
[3.0250000000000004, 0.0]
[3.075, 0.0]
[3.125, 0.0]
[3.1750000000000003, 0.0009673566378249405]
[3.225, 0.010545332781904525]
[3.2750000000000004, 0.062021698773900194]
[3.325, 0.19721633686276607]
[3.375, 0.5249399368745362]
[3.4250000000000003, 1.0335512688813728]
[3.475, 1.6707323467986661]
[3.5250000000000004, 2.4852528669771954]
[3.575, 3.149771453729955]
[3.625, 3.6657601916689186]
[3.6750000000000003, 4.018117562310965]
[3.725, 4.153899446083058]
[3.7750000000000004, 4.075094698297072]
[3.825, 3.9590885871468053]
[3.875, 3.6802983352512584]
[3.9250000000000003, 3.4338173428315786]
[3.975, 3.1144299605201864]
[4.025, 2.844633982213447]
[4.075, 2.5618201301316716]
[4.125, 2.289445069574102]
[4.175000000000001, 2.021292431942696]
[4.225, 1.8281680109619445]
[4.275, 1.6804518176444105]
