[0.025, 0.0]
[0.07500000000000001, 0.0]
[0.125, 0.0]
[0.17500000000000002, 0.0]
[0.225, 0.0]
[0.275, 0.0]
[0.32500000000000007, 0.0]
[0.375, 0.0]
[0.42500000000000004, 0.0]
[0.475, 0.0]
[0.525, 0.0]
[0.5750000000000001, 0.0]
[0.625, 0.0]
[0.675, 0.0]
[0.7250000000000001, 0.0]
[0.775, 0.0]
[0.8250000000000001, 0.0]
[0.875, 0.0]
[0.925, 0.0]
[0.9750000000000001, 0.0]
[1.025, 0.0]
[1.0750000000000002, 0.0]
[1.125, 0.0]
[1.1750000000000003, 0.0]
[1.225, 0.0]
[1.275, 0.0]
[1.3250000000000002, 0.0]
[1.375, 0.0]
[1.4250000000000003, 0.0]
[1.475, 0.0]
[1.525, 0.0]
[1.5750000000000002, 0.0]
[1.625, 0.0]
[1.6750000000000003, 0.0]
[1.725, 0.0]
[1.775, 0.0]
[1.8250000000000002, 0.0]
[1.875, 0.0]
[1.9250000000000003, 0.0]
[1.975, 0.0]
[2.0250000000000004, 0.0]
[2.075, 0.0]
[2.125, 0.0]
[2.175, 0.0]
[2.225, 0.0]
[2.2750000000000004, 0.0]
[2.325, 0.0]
[2.375, 0.0]
[2.4250000000000003, 0.0]
[2.475, 0.0]
[2.5250000000000004, 0.0]
[2.575, 0.0]
[2.625, 0.0]
[2.6750000000000003, 0.0]
[2.725, 0.0]
[2.7750000000000004, 0.0]
[2.825, 0.0]
[2.875, 0.0]
[2.9250000000000003, 0.0]
[2.975, 0.0]
[3.0250000000000004, 0.0001333138366502485]
[3.075, 0.001031829748865141]
[3.125, 0.004994066721549372]
[3.1750000000000003, 0.02998805577257317]
[3.225, 0.10908560911058972]
[3.2750000000000004, 0.26364901621652453]
[3.325, 0.5405270104182852]
[3.375, 0.89763660081438]
[3.4250000000000003, 1.3466888646049224]
[3.475, 1.7756697410919826]
[3.5250000000000004, 2.1633081135384793]
[3.575, 2.451155115697359]
[3.625, 2.618968836804778]
[3.6750000000000003, 2.679915821716141]
[3.725, 2.6590705796725493]
[3.7750000000000004, 2.596057668964551]
[3.825, 2.4748458186737645]
[3.875, 2.3153841019998906]
[3.9250000000000003, 2.175934242698514]
[3.975, 2.027609253556426]
[4.025, 1.8781753234174616]
[4.075, 1.7311414310917732]
[4.125, 1.5901779119915647]
[4.175000000000001, 1.4855600681996988]
[4.225, 1.362317772585638]
