[0.025, 0.0]
[0.07500000000000001, 0.0]
[0.125, 0.0]
[0.17500000000000002, 0.0]
[0.225, 0.0]
[0.275, 0.0]
[0.32500000000000007, 0.0]
[0.375, 0.0]
[0.42500000000000004, 0.0]
[0.475, 0.0]
[0.525, 0.0]
[0.5750000000000001, 0.0]
[0.625, 0.0]
[0.675, 0.0]
[0.7250000000000001, 0.0]
[0.775, 0.0]
[0.8250000000000001, 0.0]
[0.875, 0.0]
[0.925, 0.0]
[0.9750000000000001, 0.0]
[1.025, 0.0]
[1.0750000000000002, 0.0]
[1.125, 0.0]
[1.1750000000000003, 0.0]
[1.225, 0.0]
[1.275, 0.0]
[1.3250000000000002, 0.0]
[1.375, 0.0]
[1.4250000000000003, 0.0]
[1.475, 0.0]
[1.525, 0.0]
[1.5750000000000002, 0.0]
[1.625, 0.0]
[1.6750000000000003, 0.0]
[1.725, 0.0]
[1.775, 0.0]
[1.8250000000000002, 0.0]
[1.875, 0.0]
[1.9250000000000003, 0.0]
[1.975, 0.0]
[2.0250000000000004, 0.0]
[2.075, 0.0]
[2.125, 0.0]
[2.175, 0.0]
[2.225, 0.0]
[2.2750000000000004, 0.0]
[2.325, 0.0]
[2.375, 0.0]
[2.4250000000000003, 0.0]
[2.475, 0.0]
[2.5250000000000004, 0.0]
[2.575, 0.0]
[2.625, 0.0]
[2.6750000000000003, 0.0]
[2.725, 0.0]
[2.7750000000000004, 0.0]
[2.825, 0.0]
[2.875, 0.0]
[2.9250000000000003, 0.0]
[2.975, 0.0]
[3.0250000000000004, 0.0]
[3.075, 0.0007738723116488558]
[3.125, 0.004994066721549368]
[3.1750000000000003, 0.028778859975291955]
[3.225, 0.10264123907720364]
[3.2750000000000004, 0.2653529090399834]
[3.325, 0.5775463898517434]
[3.375, 0.9799591571063129]
[3.4250000000000003, 1.5155569018081758]
[3.475, 2.040482934952253]
[3.5250000000000004, 2.475850160457538]
[3.575, 2.833689927119404]
[3.625, 3.067514349700925]
[3.6750000000000003, 3.1985714394619924]
[3.725, 3.1582817208002605]
[3.7750000000000004, 3.087761758958395]
[3.825, 2.9500394811547213]
[3.875, 2.7424560682336834]
[3.9250000000000003, 2.5839219132044864]
[3.975, 2.360507211558704]
[4.025, 2.2153260163059425]
[4.075, 2.0385130314233746]
[4.125, 1.8650455065460574]
[4.175000000000001, 1.7101635975504688]
[4.225, 1.581401378631787]
