[0.025, 0.0]
[0.07500000000000001, 0.0]
[0.125, 0.0]
[0.17500000000000002, 0.0]
[0.225, 0.0]
[0.275, 0.0]
[0.32500000000000007, 0.0]
[0.375, 0.0]
[0.42500000000000004, 0.0]
[0.475, 0.0]
[0.525, 0.0]
[0.5750000000000001, 0.0]
[0.625, 0.0]
[0.675, 0.0]
[0.7250000000000001, 0.0]
[0.775, 0.0]
[0.8250000000000001, 0.0]
[0.875, 0.0]
[0.925, 0.0]
[0.9750000000000001, 0.0]
[1.025, 0.0]
[1.0750000000000002, 0.0]
[1.125, 0.0]
[1.1750000000000003, 0.0]
[1.225, 0.0]
[1.275, 0.0]
[1.3250000000000002, 0.0]
[1.375, 0.0]
[1.4250000000000003, 0.0]
[1.475, 0.0]
[1.525, 0.0]
[1.5750000000000002, 0.0]
[1.625, 0.0]
[1.6750000000000003, 0.0]
[1.725, 0.0]
[1.775, 0.0]
[1.8250000000000002, 0.0]
[1.875, 0.0]
[1.9250000000000003, 0.0]
[1.975, 0.0]
[2.0250000000000004, 0.0]
[2.075, 0.0]
[2.125, 0.0]
[2.175, 0.0]
[2.225, 0.0]
[2.2750000000000004, 0.0]
[2.325, 0.0]
[2.375, 0.0]
[2.4250000000000003, 0.0]
[2.475, 0.0]
[2.5250000000000004, 0.0]
[2.575, 0.0]
[2.625, 0.0]
[2.6750000000000003, 0.0]
[2.725, 0.0]
[2.7750000000000004, 0.0]
[2.825, 0.0]
[2.875, 0.0]
[2.9250000000000003, 0.0]
[2.975, 0.0]
[3.0250000000000004, 0.0]
[3.075, 0.0007738723116488558]
[3.125, 0.004994066721549369]
[3.1750000000000003, 0.03095541241039808]
[3.225, 0.10146953543476979]
[3.2750000000000004, 0.28171028014518784]
[3.325, 0.554188924256823]
[3.375, 1.0278559171307116]
[3.4250000000000003, 1.5130659166250928]
[3.475, 2.056208423434249]
[3.5250000000000004, 2.5158116631660885]
[3.575, 2.8845295461585714]
[3.625, 3.0962138562020223]
[3.6750000000000003, 3.1751558359520207]
[3.725, 3.1956173854983647]
[3.7750000000000004, 3.1102864647988238]
[3.825, 2.9721415119677883]
[3.875, 2.782281581385128]
[3.9250000000000003, 2.606640484183934]
[3.975, 2.396957577022566]
[4.025, 2.210826674318997]
[4.075, 2.0205184065586486]
[4.125, 1.8404922859470592]
[4.175000000000001, 1.740956016896947]
[4.225, 1.5702465474018692]
