[0.025, 0.0]
[0.07500000000000001, 0.0]
[0.125, 0.0]
[0.17500000000000002, 0.0]
[0.225, 0.0]
[0.275, 0.0]
[0.32500000000000007, 0.0]
[0.375, 0.0]
[0.42500000000000004, 0.0]
[0.475, 0.0]
[0.525, 0.0]
[0.5750000000000001, 0.0]
[0.625, 0.0]
[0.675, 0.0]
[0.7250000000000001, 0.0]
[0.775, 0.0]
[0.8250000000000001, 0.0]
[0.875, 0.0]
[0.925, 0.0]
[0.9750000000000001, 0.0]
[1.025, 0.0]
[1.0750000000000002, 0.0]
[1.125, 0.0]
[1.1750000000000003, 0.0]
[1.225, 0.0]
[1.275, 0.0]
[1.3250000000000002, 0.0]
[1.375, 0.0]
[1.4250000000000003, 0.0]
[1.475, 0.0]
[1.525, 0.0]
[1.5750000000000002, 0.0]
[1.625, 0.0]
[1.6750000000000003, 0.0]
[1.725, 0.0]
[1.775, 0.0]
[1.8250000000000002, 0.0]
[1.875, 0.0]
[1.9250000000000003, 0.0]
[1.975, 0.0]
[2.0250000000000004, 0.0]
[2.075, 0.0]
[2.125, 0.0]
[2.175, 0.0]
[2.225, 0.0]
[2.2750000000000004, 0.0]
[2.325, 0.0]
[2.375, 0.0]
[2.4250000000000003, 0.0]
[2.475, 0.0]
[2.5250000000000004, 0.0]
[2.575, 0.0]
[2.625, 0.0]
[2.6750000000000003, 0.0]
[2.725, 0.0]
[2.7750000000000004, 0.0]
[2.825, 0.0]
[2.875, 0.0]
[2.9250000000000003, 0.0]
[2.975, 0.0]
[3.0250000000000004, 0.0006665691832512425]
[3.075, 0.003740382839636134]
[3.125, 0.019601711882081246]
[3.1750000000000003, 0.07533289817061725]
[3.225, 0.19778357484283143]
[3.2750000000000004, 0.4394907555974724]
[3.325, 0.7585667482123707]
[3.375, 1.1504844522824613]
[3.4250000000000003, 1.5522989332586679]
[3.475, 1.9182071815634045]
[3.5250000000000004, 2.2320654049634814]
[3.575, 2.4304955701327513]
[3.625, 2.538147323335563]
[3.6750000000000003, 2.5668905047737844]
[3.725, 2.508325642393815]
[3.7750000000000004, 2.4368489526833597]
[3.825, 2.325200113807846]
[3.875, 2.1908079541542094]
[3.9250000000000003, 2.0515342898006184]
[3.975, 1.9008788689900766]
[4.025, 1.7810645255325437]
[4.075, 1.6122744985504003]
[4.125, 1.5178030117375378]
[4.175000000000001, 1.4030057312640092]
[4.225, 1.322595690644951]
