[0.025, 0.0]
[0.07500000000000001, 0.0]
[0.125, 0.0]
[0.17500000000000002, 0.0]
[0.225, 0.0]
[0.275, 0.0]
[0.32500000000000007, 0.0]
[0.375, 0.0]
[0.42500000000000004, 0.0]
[0.475, 0.0]
[0.525, 0.0]
[0.5750000000000001, 0.0]
[0.625, 0.0]
[0.675, 0.0]
[0.7250000000000001, 0.0]
[0.775, 0.0]
[0.8250000000000001, 0.0]
[0.875, 0.0]
[0.925, 0.0]
[0.9750000000000001, 0.0]
[1.025, 0.0]
[1.0750000000000002, 0.0]
[1.125, 0.0]
[1.1750000000000003, 0.0]
[1.225, 0.0]
[1.275, 0.0]
[1.3250000000000002, 0.0]
[1.375, 0.0]
[1.4250000000000003, 0.0]
[1.475, 0.0]
[1.525, 0.0]
[1.5750000000000002, 0.0]
[1.625, 0.0]
[1.6750000000000003, 0.0]
[1.725, 0.0]
[1.775, 0.0]
[1.8250000000000002, 0.0]
[1.875, 0.0]
[1.9250000000000003, 0.0]
[1.975, 0.0]
[2.0250000000000004, 0.0]
[2.075, 0.0]
[2.125, 0.0]
[2.175, 0.0]
[2.225, 0.0]
[2.2750000000000004, 0.0]
[2.325, 0.0]
[2.375, 0.0]
[2.4250000000000003, 0.0]
[2.475, 0.0]
[2.5250000000000004, 0.0]
[2.575, 0.0]
[2.625, 0.0]
[2.6750000000000003, 0.0]
[2.725, 0.0]
[2.7750000000000004, 0.0]
[2.825, 0.0]
[2.875, 0.0]
[2.9250000000000003, 0.0]
[2.975, 0.0]
[3.0250000000000004, 0.0]
[3.075, 0.0]
[3.125, 0.0012485166803873427]
[3.1750000000000003, 0.009915405537705646]
[3.225, 0.04265001258459152]
[3.2750000000000004, 0.1397192115236212]
[3.325, 0.36799025984449096]
[3.375, 0.7107537067906143]
[3.4250000000000003, 1.2133173662606185]
[3.475, 1.7606498835034108]
[3.5250000000000004, 2.2903425964134465]
[3.575, 2.755050366583166]
[3.625, 3.0136333407214497]
[3.6750000000000003, 3.1838015972480114]
[3.725, 3.229622638791473]
[3.7750000000000004, 3.1855394593111566]
[3.825, 3.0848120149095943]
[3.875, 2.8724556091304745]
[3.9250000000000003, 2.690099678962614]
[3.975, 2.494466149613672]
[4.025, 2.2991637553293685]
[4.075, 2.088546866413098]
[4.125, 1.9114396733755599]
[4.175000000000001, 1.7412346813254203]
[4.225, 1.6102406983969444]
