[0.025, 0.0]
[0.07500000000000001, 0.0]
[0.125, 0.0]
[0.17500000000000002, 0.0]
[0.225, 0.0]
[0.275, 0.0]
[0.32500000000000007, 0.0]
[0.375, 0.0]
[0.42500000000000004, 0.0]
[0.475, 0.0]
[0.525, 0.0]
[0.5750000000000001, 0.0]
[0.625, 0.0]
[0.675, 0.0]
[0.7250000000000001, 0.0]
[0.775, 0.0]
[0.8250000000000001, 0.0]
[0.875, 0.0]
[0.925, 0.0]
[0.9750000000000001, 0.0]
[1.025, 0.0]
[1.0750000000000002, 0.0]
[1.125, 0.0]
[1.1750000000000003, 0.0]
[1.225, 0.0]
[1.275, 0.0]
[1.3250000000000002, 0.0]
[1.375, 0.0]
[1.4250000000000003, 0.0]
[1.475, 0.0]
[1.525, 0.0]
[1.5750000000000002, 0.0]
[1.625, 0.0]
[1.6750000000000003, 0.0]
[1.725, 0.0]
[1.775, 0.0]
[1.8250000000000002, 0.0]
[1.875, 0.0]
[1.9250000000000003, 0.0]
[1.975, 0.0]
[2.0250000000000004, 0.0]
[2.075, 0.0]
[2.125, 0.0]
[2.175, 0.0]
[2.225, 0.0]
[2.2750000000000004, 0.0]
[2.325, 0.0]
[2.375, 0.0]
[2.4250000000000003, 0.0]
[2.475, 0.0]
[2.5250000000000004, 0.0]
[2.575, 0.0]
[2.625, 0.0]
[2.6750000000000003, 0.0]
[2.725, 0.0]
[2.7750000000000004, 0.0]
[2.825, 0.0]
[2.875, 0.0]
[2.9250000000000003, 0.0]
[2.975, 0.0]
[3.0250000000000004, 0.0]
[3.075, 0.0007738723116488558]
[3.125, 0.005743176729781773]
[3.1750000000000003, 0.027811503337467007]
[3.225, 0.09772008377898156]
[3.2750000000000004, 0.2655800947497777]
[3.325, 0.5189323724154355]
[3.375, 0.9474577842326152]
[3.4250000000000003, 1.476739049371779]
[3.475, 1.9638715808091969]
[3.5250000000000004, 2.448817379213521]
[3.575, 2.791990014873797]
[3.625, 3.008634071847065]
[3.6750000000000003, 3.162547434062039]
[3.725, 3.2320766261425233]
[3.7750000000000004, 3.1322992455065086]
[3.825, 2.980284365425235]
[3.875, 2.82939224938135]
[3.9250000000000003, 2.6886797682763963]
[3.975, 2.433254143476037]
[4.025, 2.2871655100308455]
[4.075, 2.082548658124856]
[4.125, 1.963258388942053]
[4.175000000000001, 1.8025408555898972]
[4.225, 1.6824750323370268]
