[0.025, 0.0]
[0.07500000000000001, 0.0]
[0.125, 0.0]
[0.17500000000000002, 0.0]
[0.225, 0.0]
[0.275, 0.0]
[0.32500000000000007, 0.0]
[0.375, 0.0]
[0.42500000000000004, 0.0]
[0.475, 0.0]
[0.525, 0.0]
[0.5750000000000001, 0.0]
[0.625, 0.0]
[0.675, 0.0]
[0.7250000000000001, 0.0]
[0.775, 0.0]
[0.8250000000000001, 0.0]
[0.875, 0.0]
[0.925, 0.0]
[0.9750000000000001, 0.0]
[1.025, 0.0]
[1.0750000000000002, 0.0]
[1.125, 0.0]
[1.1750000000000003, 0.0]
[1.225, 0.0]
[1.275, 0.0]
[1.3250000000000002, 0.0]
[1.375, 0.0]
[1.4250000000000003, 0.0]
[1.475, 0.0]
[1.525, 0.0]
[1.5750000000000002, 0.0]
[1.625, 0.0]
[1.6750000000000003, 0.0]
[1.725, 0.0]
[1.775, 0.0]
[1.8250000000000002, 0.0]
[1.875, 0.0]
[1.9250000000000003, 0.0]
[1.975, 0.0]
[2.0250000000000004, 0.0]
[2.075, 0.0]
[2.125, 0.0]
[2.175, 0.0]
[2.225, 0.0]
[2.2750000000000004, 0.0]
[2.325, 0.0]
[2.375, 0.0]
[2.4250000000000003, 0.0]
[2.475, 0.0]
[2.5250000000000004, 0.0]
[2.575, 0.0]
[2.625, 0.0]
[2.6750000000000003, 0.0]
[2.725, 0.0]
[2.7750000000000004, 0.0]
[2.825, 0.0]
[2.875, 0.0]
[2.9250000000000003, 0.0]
[2.975, 0.0]
[3.0250000000000004, 0.0]
[3.075, 0.001031829748865141]
[3.125, 0.004994066721549368]
[3.1750000000000003, 0.027811503337467007]
[3.225, 0.09162722483832565]
[3.2750000000000004, 0.26376260907142185]
[3.325, 0.5812923984848914]
[3.375, 1.0116052306938625]
[3.4250000000000003, 1.4970820950336337]
[3.475, 2.0461279820996348]
[3.5250000000000004, 2.512677427659534]
[3.575, 2.8961445902087175]
[3.625, 3.120839884361025]
[3.6750000000000003, 3.2493652870759306]
[3.725, 3.226116942575694]
[3.7750000000000004, 3.1457799406685862]
[3.825, 3.00039222804464]
[3.875, 2.812231662413652]
[3.9250000000000003, 2.6213128946081636]
[3.975, 2.409107698843857]
[4.025, 2.227624217736928]
[4.075, 2.051387234578626]
[4.125, 1.8456313321189395]
[4.175000000000001, 1.7227034968318384]
[4.225, 1.59990207433019]
